Title,Release Date,Language,Runtime,Revenue,Budget,Genre,Year,Month,Day,User rating,Rated,Profit
Real Steel,2011-09-28,en,127.0,299268508,110000000,Action,2011,9,28,7.1,PG-13,189268508
The Smurfs 2,2013-07-30,en,105.0,347434178,105000000,Fantasy,2013,7,30,5.3,PG,242434178
Speed 2: Cruise Control,1997-06-13,en,121.0,164508066,160000000,Action,1997,6,13,3.9,PG-13,4508066
Ender's Game,2013-10-23,en,114.0,125537191,110000000,Science,2013,10,23,6.6,PG-13,15537191
Live Free or Die Hard,2007-06-20,en,128.0,383531464,110000000,Action,2007,6,20,7.1,PG-13,273531464
The Lord of the Rings: The Fellowship of the Ring,2001-12-18,en,178.0,871368364,93000000,Adventure,2001,12,18,8.8,PG-13,778368364
Around the World in 80 Days,2004-06-16,en,120.0,72178895,110000000,Action,2004,6,16,5.9,PG,-37821105
Ali,2001-12-11,en,157.0,87713825,107000000,Drama,2001,12,11,6.8,R,-19286175
"I, Robot",2004-07-15,en,115.0,347234916,120000000,Action,2004,7,15,7.1,PG-13,227234916
Kingdom of Heaven,2005-05-03,en,144.0,211643158,130000000,Drama,2005,5,3,7.2,R,81643158
Stuart Little,1999-12-17,en,84.0,300135367,133000000,Animation,1999,12,17,5.9,PG,167135367
The Princess and the Frog,2009-12-08,en,97.0,267045765,105000000,Romance,2009,12,8,7.1,G,162045765
The Martian,2015-09-30,en,141.0,630161890,108000000,Drama,2015,9,30,8.0,PG-13,522161890
The Island,2005-07-20,en,136.0,162949164,126000000,Action,2005,7,20,6.8,PG-13,36949164
Town & Country,2001-04-27,en,104.0,10372291,90000000,Comedy,2001,4,27,5.6,R,-79627709
Gone in Sixty Seconds,2000-06-09,en,118.0,237202299,90000000,Action,2000,6,9,No Rating,No Rating,147202299
Gladiator,2000-05-01,en,155.0,457640427,103000000,Action,2000,5,1,8.5,R,354640427
Minority Report,2002-06-20,en,145.0,358372926,102000000,Action,2002,6,20,7.6,PG-13,256372926
Harry Potter and the Chamber of Secrets,2002-11-13,en,161.0,876688482,100000000,Adventure,2002,11,13,7.4,PG,776688482
Casino Royale,2006-11-14,en,144.0,599045960,150000000,Adventure,2006,11,14,8.0,PG-13,449045960
Planet of the Apes,2001-07-25,en,119.0,362211740,100000000,Thriller,2001,7,25,5.7,PG-13,262211740
Terminator 2: Judgment Day,1991-07-01,en,137.0,520000000,100000000,Action,1991,7,1,8.5,R,420000000
Public Enemies,2009-07-01,en,140.0,214104620,80000000,History,2009,7,1,7.0,R,134104620
American Gangster,2007-11-02,en,157.0,266465037,100000000,Drama,2007,11,2,7.8,R,166465037
True Lies,1994-07-14,en,141.0,378882411,115000000,Action,1994,7,14,7.2,R,263882411
The Taking of Pelham 1 2 3,2009-06-11,en,106.0,150166126,100000000,Thriller,2009,6,11,No Rating,No Rating,50166126
Little Fockers,2010-12-21,en,98.0,310650585,100000000,Comedy,2010,12,21,5.5,PG-13,210650585
The Other Guys,2010-08-06,en,107.0,170432927,100000000,Action,2010,8,6,6.6,PG-13,70432927
Eraser,1996-06-21,en,115.0,242295562,100000000,Action,1996,6,21,6.1,R,142295562
Django Unchained,2012-12-25,en,165.0,425368238,100000000,Drama,2012,12,25,8.4,R,325368238
The Hunchback of Notre Dame,1996-06-21,en,91.0,100138851,100000000,Drama,1996,6,21,6.9,G,138851
The Emperor's New Groove,2000-12-09,en,78.0,169327687,100000000,Adventure,2000,12,9,7.3,G,69327687
The Expendables 2,2012-08-08,en,103.0,312573423,100000000,Action,2012,8,8,6.6,R,212573423
National Treasure,2004-11-19,en,131.0,347451894,100000000,Adventure,2004,11,19,6.9,PG,247451894
Eragon,2006-12-14,en,104.0,249288105,100000000,Fantasy,2006,12,14,5.1,PG,149288105
Where the Wild Things Are,2009-10-16,en,101.0,100086793,100000000,Family,2009,10,16,6.7,PG,86793
Epic,2013-05-15,en,102.0,268426634,100000000,Animation,2013,5,15,6.7,PG,168426634
The Tourist,2010-12-08,en,103.0,278731369,100000000,Action,2010,12,8,6.0,PG-13,178731369
End of Days,1999-11-24,en,121.0,211989043,100000000,Action,1999,11,24,5.8,R,111989043
Blood Diamond,2006-12-07,en,143.0,170877916,100000000,Drama,2006,12,7,8.0,R,70877916
The Wolf of Wall Street,2013-12-25,en,180.0,392000694,100000000,Crime,2013,12,25,8.2,R,292000694
Batman Forever,1995-05-31,en,121.0,336529144,100000000,Action,1995,5,31,5.4,PG-13,236529144
Starship Troopers,1997-11-06,en,129.0,121214377,105000000,Adventure,1997,11,6,7.2,R,16214377
Cloud Atlas,2012-10-26,en,172.0,130482868,102000000,Drama,2012,10,26,7.4,R,28482868
Legend of the Guardians: The Owls of Ga'Hoole,2010-07-10,en,97.0,140073390,80000000,Animation,2010,7,10,6.9,PG,60073390
Catwoman,2004-07-22,en,104.0,82102379,100000000,Action,2004,7,22,3.4,PG-13,-17897621
Hercules,2014-07-23,en,99.0,243400000,100000000,Action,2014,7,23,7.3,G,143400000
Treasure Planet,2002-11-26,en,95.0,109578115,140000000,Adventure,2002,11,26,7.2,PG,-30421885
Land of the Lost,2009-06-05,en,102.0,68688831,100000000,Adventure,2009,6,5,5.3,PG-13,-31311169
The Expendables 3,2014-08-04,en,127.0,206172544,90000000,Action,2014,8,4,6.1,PG-13,116172544
Point Break,2015-12-03,en,114.0,133718711,105000000,Action,2015,12,3,7.3,R,28718711
In the Heart of the Sea,2015-11-20,en,122.0,93820758,100000000,Thriller,2015,11,20,6.9,PG-13,-6179242
The Adventures of Pluto Nash,2002-08-15,en,95.0,7103973,100000000,Action,2002,8,15,3.8,PG-13,-92896027
Green Zone,2010-03-11,en,115.0,94882889,100000000,War,2010,3,11,6.8,R,-5117111
The Peanuts Movie,2015-11-05,en,88.0,246233113,99000000,Animation,2015,11,5,7.1,G,147233113
The Spanish Prisoner,1997-09-08,en,110.0,13835130,10000000,Crime,1997,9,8,7.2,PG,3835130
The Mummy Returns,2001-04-28,en,130.0,433013274,98000000,Adventure,2001,4,28,6.3,PG-13,335013274
Gangs of New York,2002-12-14,en,167.0,193772504,100000000,Drama,2002,12,14,7.5,R,93772504
金陵十三釵,2011-12-15,zh,145.0,95311434,94000000,Drama,2011,12,15,No Rating,No Rating,1311434
Surf's Up,2007-06-08,en,85.0,149044513,85000000,Animation,2007,6,8,6.7,PG,64044513
The Stepford Wives,2004-06-10,en,93.0,102000000,90000000,Action,2004,6,10,5.3,PG-13,12000000
Black Hawk Down,2001-12-28,en,144.0,172989651,92000000,Action,2001,12,28,7.7,R,80989651
The Fifth Element,1997-05-07,en,126.0,263920180,90000000,Adventure,1997,5,7,7.7,PG-13,173920180
Sex and the City 2,2010-05-26,en,146.0,288347692,100000000,Comedy,2010,5,26,4.5,R,188347692
The Road to El Dorado,2000-03-31,en,89.0,76432727,95000000,Adventure,2000,3,31,6.9,PG,-18567273
Ice Age: Continental Drift,2012-06-26,en,88.0,877244782,95000000,Animation,2012,6,26,6.6,PG,782244782
Cinderella,2015-03-12,en,105.0,543514353,95000000,Romance,2015,3,12,6.9,PG,448514353
The Lovely Bones,2009-12-26,en,136.0,93525586,65000000,Fantasy,2009,12,26,6.7,PG-13,28525586
Finding Nemo,2003-05-30,en,100.0,940335536,94000000,Animation,2003,5,30,8.1,G,846335536
The Lord of the Rings: The Return of the King,2003-12-01,en,201.0,1118888979,94000000,Adventure,2003,12,1,8.9,PG-13,1024888979
The Lord of the Rings: The Two Towers,2002-12-18,en,179.0,926287400,79000000,Adventure,2002,12,18,8.7,PG-13,847287400
Seventh Son,2014-12-12,en,102.0,114178613,95000000,Adventure,2014,12,12,5.5,PG-13,19178613
Lara Croft: Tomb Raider,2001-06-11,en,100.0,274703340,115000000,Adventure,2001,6,11,5.8,PG-13,159703340
Transcendence,2014-04-16,en,119.0,103039258,100000000,Thriller,2014,4,16,6.3,PG-13,3039258
Jurassic Park III,2001-07-18,en,92.0,368780809,93000000,Adventure,2001,7,18,5.9,PG-13,275780809
Rise of the Planet of the Apes,2011-08-03,en,105.0,482860185,93000000,Thriller,2011,8,3,7.6,PG-13,389860185
The Spiderwick Chronicles,2008-02-14,en,95.0,162839667,90000000,Adventure,2008,2,14,6.5,PG,72839667
A Good Day to Die Hard,2013-02-06,en,98.0,304654182,92000000,Action,2013,2,6,5.3,R,212654182
The Alamo,2004-04-07,en,137.0,25819961,145000000,Western,2004,4,7,6.0,PG-13,-119180039
The Incredibles,2004-11-05,en,115.0,631442092,92000000,Action,2004,11,5,8.0,PG,539442092
Cutthroat Island,1995-12-22,en,119.0,10017322,98000000,Action,1995,12,22,5.7,PG-13,-87982678
Percy Jackson & the Olympians: The Lightning Thief,2010-02-01,en,118.0,226497209,95000000,Adventure,2010,2,1,6.8,TV-G,131497209
Men in Black,1997-07-02,en,98.0,589390539,90000000,Action,1997,7,2,7.3,PG-13,499390539
Toy Story 2,1999-10-30,en,92.0,497366869,90000000,Animation,1999,10,30,7.9,G,407366869
Unstoppable,2010-11-04,en,98.0,167805466,100000000,Action,2010,11,4,6.8,PG-13,67805466
Rush Hour 2,2001-08-03,en,90.0,347325802,90000000,Action,2001,8,3,6.6,PG-13,257325802
What Lies Beneath,2000-07-21,en,130.0,155464351,100000000,Drama,2000,7,21,6.6,PG-13,55464351
Cloudy with a Chance of Meatballs,2009-09-17,en,90.0,242988466,100000000,Animation,2009,9,17,6.9,PG,142988466
Ice Age: Dawn of the Dinosaurs,2009-06-29,en,94.0,886686817,90000000,Animation,2009,6,29,6.9,PG,796686817
The Secret Life of Walter Mitty,2013-12-18,en,114.0,188133322,90000000,Adventure,2013,12,18,7.3,PG,98133322
Charlie's Angels,2000-11-02,en,98.0,264105545,92000000,Action,2000,11,2,5.5,PG-13,172105545
The Departed,2006-10-05,en,151.0,289847354,90000000,Drama,2006,10,5,8.5,R,199847354
Mulan,1998-06-18,en,88.0,304320254,90000000,Animation,1998,6,18,7.6,G,214320254
Tropic Thunder,2008-08-09,en,107.0,188072649,92000000,Action,2008,8,9,7.0,R,96072649
The Girl with the Dragon Tattoo,2011-12-14,en,158.0,232617430,90000000,Thriller,2011,12,14,7.8,R,142617430
Die Hard: With a Vengeance,1995-05-19,en,128.0,366101666,90000000,Action,1995,5,19,7.6,R,276101666
Sherlock Holmes,2009-12-23,en,128.0,524028679,90000000,Action,2009,12,23,7.6,PG-13,434028679
Ben-Hur,2016-08-17,en,125.0,94061311,100000000,Drama,2016,8,17,8.1,G,-5938689
Atlantis: The Lost Empire,2001-06-02,en,95.0,186053725,120000000,Animation,2001,6,2,6.9,PG,66053725
Valkyrie,2008-12-25,en,121.0,200276000,75000000,Drama,2008,12,25,7.1,PG-13,125276000
You Don't Mess with the Zohan,2008-06-05,en,113.0,201596308,90000000,Comedy,2008,6,5,5.5,PG-13,111596308
Pixels,2015-07-16,en,105.0,243637091,88000000,Action,2015,7,16,5.5,PG-13,155637091
A.I. Artificial Intelligence,2001-06-29,en,146.0,235926552,100000000,Drama,2001,6,29,7.2,PG-13,135926552
The Haunted Mansion,2003-11-25,en,99.0,182290266,90000000,Thriller,2003,11,25,5.0,PG,92290266
Contact,1997-07-11,en,150.0,171120329,90000000,Drama,1997,7,11,7.4,PG,81120329
Hollow Man,2000-08-04,en,112.0,190213455,95000000,Action,2000,8,4,5.8,R,95213455
The Interpreter,2005-04-08,en,128.0,162944923,80000000,Crime,2005,4,8,6.4,PG-13,82944923
Percy Jackson: Sea of Monsters,2013-08-07,en,106.0,174578751,90000000,Adventure,2013,8,7,5.8,PG,84578751
Lara Croft Tomb Raider: The Cradle of Life,2003-07-21,en,117.0,156505388,95000000,Action,2003,7,21,5.5,PG-13,61505388
Now You See Me 2,2016-06-02,en,129.0,334901337,90000000,Action,2016,6,2,6.5,PG-13,244901337
The Saint,1997-04-03,en,116.0,118063304,68000000,Thriller,1997,4,3,6.2,PG-13,50063304
Spy Game,2001-11-18,en,126.0,143049560,92000000,Action,2001,11,18,7.1,R,51049560
Mission to Mars,2000-03-10,en,114.0,60874615,90000000,Science,2000,3,10,5.7,PG,-29125385
Rio,2011-04-03,en,96.0,484635760,90000000,Animation,2011,4,3,6.9,G,394635760
Bicentennial Man,1999-12-17,en,131.0,93700000,100000000,Comedy,1999,12,17,6.9,PG,-6300000
The Devil's Own,1997-03-12,en,107.0,140807547,90000000,Crime,1997,3,12,6.2,R,50807547
K-19: The Widowmaker,2002-07-19,en,138.0,35168966,100000000,Drama,2002,7,19,6.7,PG-13,-64831034
Conan the Barbarian,1982-04-02,en,129.0,79114085,20000000,Adventure,1982,4,2,6.9,R,59114085
Cinderella Man,2005-06-02,en,144.0,108539911,88000000,Romance,2005,6,2,8.0,PG-13,20539911
The Nutcracker: The Untold Story,2010-11-24,en,110.0,16178959,90000000,Fantasy,2010,11,24,No Rating,No Rating,-73821041
Seabiscuit,2003-07-22,en,141.0,148336445,87000000,Drama,2003,7,22,7.3,PG-13,61336445
Twister,1996-05-10,en,113.0,494471524,92000000,Action,1996,5,10,6.4,PG-13,402471524
Cast Away,2000-12-22,en,143.0,429632142,90000000,Adventure,2000,12,22,7.8,PG-13,339632142
Happy Feet,2006-11-16,en,108.0,384335608,100000000,Animation,2006,11,16,6.4,PG,284335608
The Bourne Supremacy,2004-07-23,en,108.0,288500217,75000000,Action,2004,7,23,7.7,PG-13,213500217
Air Force One,1997-07-25,en,124.0,315156409,85000000,Action,1997,7,25,6.5,R,230156409
Ocean's Eleven,2001-12-07,en,116.0,450717150,85000000,Thriller,2001,12,7,7.7,PG-13,365717150
The Three Musketeers,2011-08-31,en,110.0,132274484,75000000,Adventure,2011,8,31,5.7,PG-13,57274484
Hotel Transylvania,2012-09-20,en,91.0,358375603,85000000,Animation,2012,9,20,7.1,PG,273375603
Enchanted,2007-11-20,en,107.0,340487652,85000000,Comedy,2007,11,20,7.0,PG,255487652
Safe House,2012-02-09,en,115.0,208076205,85000000,Action,2012,2,9,6.7,R,123076205
102 Dalmatians,2000-10-07,en,100.0,183611771,85000000,Comedy,2000,10,7,4.9,G,98611771
Tower Heist,2011-11-02,en,104.0,152930623,75000000,Action,2011,11,2,6.2,PG-13,77930623
The Holiday,2006-12-08,en,136.0,194168700,85000000,Comedy,2006,12,8,6.9,PG-13,109168700
Enemy of the State,1998-11-20,en,132.0,250649836,90000000,Action,1998,11,20,7.3,R,160649836
It's Complicated,2009-12-23,en,121.0,219103655,85000000,Comedy,2009,12,23,6.5,R,134103655
Ocean's Thirteen,2007-06-07,en,122.0,311312624,85000000,Crime,2007,6,7,6.9,PG-13,226312624
Open Season,2006-09-29,en,83.0,197309027,85000000,Adventure,2006,9,29,6.1,PG,112309027
Divergent,2014-03-14,en,139.0,288747895,85000000,Adventure,2014,3,14,6.7,PG-13,203747895
Enemy at the Gates,2001-03-13,en,131.0,96976270,68000000,War,2001,3,13,7.6,R,28976270
The Rundown,2003-09-26,en,104.0,80916492,85000000,Adventure,2003,9,26,6.7,PG-13,-4083508
Last Action Hero,1993-06-18,en,130.0,137298489,85000000,Adventure,1993,6,18,6.4,PG-13,52298489
Memoirs of a Geisha,2005-12-06,en,145.0,162242962,85000000,Drama,2005,12,6,7.4,PG-13,77242962
The Fast and the Furious: Tokyo Drift,2006-06-03,en,104.0,158468292,85000000,Action,2006,6,3,6.0,PG-13,73468292
Meet Joe Black,1998-11-12,en,178.0,142940100,90000000,Fantasy,1998,11,12,7.2,PG-13,52940100
Collateral Damage,2002-02-06,en,108.0,78382433,85000000,Action,2002,2,6,5.5,R,-6617567
Mirror Mirror,2012-03-15,en,106.0,183018522,85000000,Adventure,2012,3,15,5.6,PG,98018522
Scott Pilgrim vs. the World,2010-07-27,en,112.0,47664559,60000000,Action,2010,7,27,7.5,PG-13,-12335441
The Core,2003-03-28,en,136.0,74208267,60000000,Action,2003,3,28,5.5,PG-13,14208267
Nutty Professor II: The Klumps,2000-07-27,en,106.0,123307945,84000000,Fantasy,2000,7,27,4.4,PG-13,39307945
Scooby-Doo,2002-06-14,en,88.0,275650703,84000000,Mystery,2002,6,14,5.1,PG,191650703
Dredd,2012-09-07,en,95.0,41037742,50000000,Action,2012,9,7,7.1,R,-8962258
Click,2006-06-22,en,107.0,237681299,82500000,Comedy,2006,6,22,6.4,PG-13,155181299
Creepshow,1982-11-12,en,120.0,21028755,8000000,Horror,1982,11,12,6.9,R,13028755
Cats & Dogs 2 : The Revenge of Kitty Galore,2010-07-30,en,82.0,112483764,85000000,Comedy,2010,7,30,2.7,PG,27483764
Jumper,2008-02-10,en,88.0,222231186,85000000,Adventure,2008,2,10,6.1,PG-13,137231186
Hellboy II: The Golden Army,2008-07-11,en,120.0,160388063,85000000,Adventure,2008,7,11,7.0,PG-13,75388063
Zodiac,2007-03-02,en,157.0,84785914,65000000,Crime,2007,3,2,7.7,R,19785914
The 6th Day,2000-11-17,en,123.0,96085477,82000000,Science,2000,11,17,5.9,PG-13,14085477
Bruce Almighty,2003-05-23,en,101.0,484572835,80000000,Fantasy,2003,5,23,6.8,PG-13,404572835
The Expendables,2010-08-03,en,103.0,274470394,80000000,Thriller,2010,8,3,6.5,R,194470394
Mission: Impossible,1996-05-22,en,110.0,457696359,80000000,Adventure,1996,5,22,7.4,PG-13,377696359
The Hunger Games,2012-03-12,en,142.0,691210692,75000000,Science,2012,3,12,7.2,PG-13,616210692
The Hangover Part II,2011-05-25,en,102.0,254455986,80000000,Comedy,2011,5,25,6.4,R,174455986
Batman Returns,1992-06-19,en,126.0,280000000,80000000,Action,1992,6,19,7.0,PG-13,200000000
Over the Hedge,2006-04-22,en,83.0,343397247,80000000,Comedy,2006,4,22,6.7,PG,263397247
Lilo & Stitch,2002-06-21,en,85.0,145771527,80000000,Animation,2002,6,21,7.2,PG,65771527
Charlotte's Web,2006-12-15,en,97.0,144000000,85000000,Comedy,2006,12,15,6.3,G,59000000
Deep Impact,1998-05-08,en,120.0,140464664,75000000,Action,1998,5,8,6.2,PG-13,65464664
The Longest Yard,2005-05-19,en,113.0,190320568,82000000,Comedy,2005,5,19,6.4,PG-13,108320568
Alvin and the Chipmunks: Chipwrecked,2011-12-14,en,87.0,342695435,75000000,Comedy,2011,12,14,4.3,G,267695435
Grown Ups 2,2013-07-11,en,100.0,246984278,80000000,Comedy,2013,7,11,5.4,PG-13,166984278
Get Smart,2008-06-19,en,110.0,230685453,80000000,Action,2008,6,19,6.5,PG-13,150685453
Something's Gotta Give,2003-12-12,en,128.0,266728738,80000000,Drama,2003,12,12,6.7,PG-13,186728738
Shutter Island,2010-02-18,en,138.0,294804195,80000000,Drama,2010,2,18,8.1,R,214804195
Four Christmases,2008-11-26,en,88.0,163733697,80000000,Comedy,2008,11,26,5.7,PG-13,83733697
Robots,2005-03-10,en,91.0,260696994,75000000,Animation,2005,3,10,6.3,PG,185696994
Face/Off,1997-06-27,en,138.0,245676146,80000000,Action,1997,6,27,7.3,R,165676146
Bedtime Stories,2008-12-24,en,99.0,212874442,80000000,Fantasy,2008,12,24,6.0,PG,132874442
Road to Perdition,2002-07-12,en,117.0,181001478,80000000,Thriller,2002,7,12,7.7,R,101001478
Just Go with It,2011-02-10,en,117.0,214918407,80000000,Romance,2011,2,10,6.4,PG-13,134918407
Con Air,1997-06-01,en,115.0,224012234,75000000,Action,1997,6,1,6.9,R,149012234
Eagle Eye,2008-09-25,en,118.0,178066569,80000000,Mystery,2008,9,25,6.6,PG-13,98066569
Cold Mountain,2003-12-24,en,154.0,173013509,79000000,Drama,2003,12,24,7.2,R,94013509
The Book of Eli,2010-01-14,en,118.0,157107755,80000000,Action,2010,1,14,6.9,R,77107755
Flubber,1997-11-26,en,93.0,177977226,80000000,Comedy,1997,11,26,5.3,PG,97977226
The Haunting,1999-07-23,en,113.0,91188905,80000000,Horror,1999,7,23,5.0,PG-13,11188905
Space Jam,1996-11-15,en,88.0,250200000,80000000,Animation,1996,11,15,6.4,PG,170200000
The Day the Earth Stood Still,2008-12-10,en,104.0,233093859,80000000,Drama,2008,12,10,5.5,PG-13,153093859
Conspiracy Theory,1997-08-07,en,135.0,136982834,75000000,Action,1997,8,7,6.7,R,61982834
Fury,2014-10-15,en,135.0,211817906,68000000,War,2014,10,15,7.6,R,143817906
Six Days Seven Nights,1998-06-12,en,98.0,164000000,70000000,Action,1998,6,12,5.8,PG-13,94000000
Yogi Bear,2010-12-11,en,80.0,201584141,80000000,Comedy,2010,12,11,4.6,PG,121584141
Spirit: Stallion of the Cimarron,2002-05-24,en,83.0,122563539,80000000,Western,2002,5,24,7.1,G,42563539
Zookeeper,2011-07-06,en,102.0,169852759,80000000,Comedy,2011,7,6,5.2,PG,89852759
Lost in Space,1998-04-03,en,130.0,136159423,80000000,Adventure,1998,4,3,7.3,TV-PG,56159423
The Manchurian Candidate,2004-07-30,en,129.0,96105964,80000000,Drama,2004,7,30,6.6,R,16105964
Hotel Transylvania 2,2015-09-21,en,89.0,473226958,80000000,Animation,2015,9,21,6.7,PG,393226958
Fantasia 2000,1999-12-17,en,74.0,90874570,80000000,Animation,1999,12,17,7.2,G,10874570
The Time Machine,2002-03-04,en,96.0,123729176,80000000,Science,2002,3,4,6.0,PG-13,43729176
Swordfish,2001-06-07,en,99.0,147080413,102000000,Action,2001,6,7,6.5,R,45080413
The Legend of Zorro,2005-10-24,en,129.0,142400065,75000000,Action,2005,10,24,6.0,PG,67400065
What Dreams May Come,1998-10-02,en,113.0,71485043,85000000,Drama,1998,10,2,7.1,PG-13,-13514957
The Brothers Grimm,2005-08-26,en,118.0,105316267,88000000,Adventure,2005,8,26,5.9,PG-13,17316267
Mars Attacks!,1996-12-12,en,106.0,101371017,70000000,Comedy,1996,12,12,6.3,PG-13,31371017
Surrogates,2009-09-24,en,89.0,122444772,80000000,Action,2009,9,24,6.3,PG-13,42444772
Thirteen Days,2000-12-24,en,145.0,34566746,80000000,Drama,2000,12,24,7.3,PG-13,-45433254
Daylight,1996-12-06,en,115.0,159212469,80000000,Action,1996,12,6,5.9,PG-13,79212469
Walking With Dinosaurs,2013-12-18,en,87.0,126546518,80000000,Animation,2013,12,18,8.5,TV-14,46546518
Battlefield Earth,2000-05-10,en,118.0,21400000,44000000,Action,2000,5,10,2.5,PG-13,-22600000
Looney Tunes: Back in Action,2003-11-14,en,90.0,68514844,80000000,Animation,2003,11,14,5.7,PG,-11485156
Nine,2009-12-03,en,112.0,53825515,80000000,Drama,2009,12,3,5.8,PG-13,-26174485
Timeline,2003-11-26,en,116.0,19480739,80000000,Action,2003,11,26,5.7,PG-13,-60519261
The Postman,1997-12-25,en,177.0,17626234,80000000,Drama,1997,12,25,6.1,R,-62373766
Babe: Pig in the City,1998-11-25,en,92.0,69131860,90000000,Adventure,1998,11,25,5.7,PG,-20868140
The Last Witch Hunter,2015-10-21,en,106.0,146936910,90000000,Fantasy,2015,10,21,6.0,PG-13,56936910
Red Planet,2000-11-10,en,106.0,33463969,80000000,Thriller,2000,11,10,5.7,PG-13,-46536031
Arthur et les Minimoys,2006-12-13,en,94.0,107944236,86000000,Adventure,2006,12,13,No Rating,No Rating,21944236
A Sound of Thunder,2005-05-15,en,110.0,5989640,80000000,Thriller,2005,5,15,4.2,PG-13,-74010360
Pompeii,2014-02-18,en,105.0,117831631,130000000,Action,2014,2,18,5.5,PG-13,-12168369
A Beautiful Mind,2001-12-11,en,135.0,313542341,60000000,Drama,2001,12,11,8.2,PG-13,253542341
